ho_number,sim_time_sec,ue_id,from_cell,to_cell,event,executed_ok,trigger_type,serving_SINR_dB,target_SINR_dB,f_gamma_Eq5,serving_NUEs,target_NUEs,PRBs_per_UE_serving,PRBs_per_UE_target,TOTAL_PRB,f_PRB_Eq6,RRU_PrbUsedDl_serving_pct,RRU_PrbUsedDl_target_pct,PRB_source,RSRP_serving_dBm,RSRP_target_dBm,RSRPpilot_serving,RSRPpilot_target,Omega_gamma_Eq2,Omega_PRB_Eq3,fWF_Eq1,delta_HOM_Eq8,delta_HOM_case,Algo1_threshold,Algo1_HO_decision,NCL_target_load_pct,NCL_gate_result,serving_cell_load_pct,load_balance_result,load_diff_ues,latency_sec,ho_success,data_source
74,1777172475,5,2,4,COMPLETED,1,SINR,21.0000,17.0000,-0.1333,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-9.0000,-13.0000,0.4406,0.7017,0.3121,0.1721,-0.4274,-4.2735,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8329,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,10.00,1,REAL_from_getTargetCellID
75,1777172477,6,2,8,COMMAND_SENT,0,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4103,0.0409,-0.6459,-6.4587,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4539,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
76,1777172489,6,2,8,COMPLETED,1,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4103,0.0409,-0.6459,-6.4587,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4539,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,12.00,1,REAL_from_getTargetCellID
77,1777172491,3,2,6,COMMAND_SENT,0,SINR,24.0000,17.0000,-0.2333,6,2,4.67,14.00,28,0.3333,0.0,0.0,NUE_fallback,-6.0000,-13.0000,1.1722,0.7017,0.3258,0.1761,-0.4583,-4.5834,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4112,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,4,0.00,0,REAL_from_getTargetCellID
78,1777172503,3,2,6,COMPLETED,1,SINR,24.0000,17.0000,-0.2333,6,2,4.67,14.00,28,0.3333,0.0,0.0,NUE_fallback,-6.0000,-13.0000,1.1722,0.7017,0.3258,0.1761,-0.4583,-4.5834,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4112,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,4,12.00,1,REAL_from_getTargetCellID
79,1777172503,5,4,2,COMMAND_SENT,0,SINR,6.0000,21.0000,0.5000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-24.0000,-9.0000,0.0372,0.7050,0.1426,0.3232,-0.4381,-4.3813,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3441,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
80,1777172517,5,4,2,COMPLETED,1,SINR,6.0000,21.0000,0.5000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-24.0000,-9.0000,0.0372,0.7050,0.1426,0.3232,-0.4381,-4.3813,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3441,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,14.00,1,REAL_from_getTargetCellID
81,1777172519,3,6,2,COMMAND_SENT,0,SINR,6.0000,37.0000,1.0000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-24.0000,7.0000,0.0372,23.3887,0.0033,0.3810,-0.6054,-6.0543,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.0172,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
82,1777172531,3,6,2,COMPLETED,1,SINR,6.0000,37.0000,1.0000,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-24.0000,7.0000,0.0372,23.3887,0.0033,0.3810,-0.6054,-6.0543,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.0172,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,12.00,1,REAL_from_getTargetCellID
83,1777172531,6,8,2,COMMAND_SENT,0,SINR,0.0000,24.0000,0.8000,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,-6.0000,0.0140,1.0048,0.0576,0.3907,-0.5993,-5.9933,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9793,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
84,1777172545,6,8,2,COMPLETED,1,SINR,0.0000,24.0000,0.8000,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,-6.0000,0.0140,1.0048,0.0576,0.3907,-0.5993,-5.9933,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9793,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,14.00,1,REAL_from_getTargetCellID
85,1777172549,4,2,5,COMMAND_SENT,0,SINR,24.0000,17.0000,-0.2333,8,3,3.50,9.33,28,0.2083,0.0,0.0,NUE_fallback,-6.0000,-13.0000,0.8792,0.4678,0.3114,0.1999,-0.4884,-4.8838,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0046,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
86,1777172559,4,2,5,COMPLETED,1,SINR,24.0000,17.0000,-0.2333,8,3,3.50,9.33,28,0.2083,0.0,0.0,NUE_fallback,-6.0000,-13.0000,0.8792,0.4678,0.3114,0.1999,-0.4884,-4.8838,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0046,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,5,10.00,1,REAL_from_getTargetCellID
87,1777172571,4,5,2,COMMAND_SENT,0,SINR,6.0000,24.0000,0.6000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-24.0000,-6.0000,0.0279,1.0048,0.1162,0.3216,-0.4909,-4.9090,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.8811,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
88,1777172573,4,5,2,COMPLETED,1,SINR,6.0000,24.0000,0.6000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-24.0000,-6.0000,0.0279,1.0048,0.1162,0.3216,-0.4909,-4.9090,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.8811,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,2.00,1,REAL_from_getTargetCellID
89,1777172575,5,2,8,COMMAND_SENT,0,SINR,21.0000,17.0000,-0.1333,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-9.0000,-13.0000,0.4406,1.4033,0.3619,0.0399,-0.5355,-5.3551,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.9144,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
90,1777172586,5,2,8,COMPLETED,1,SINR,21.0000,17.0000,-0.1333,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-9.0000,-13.0000,0.4406,1.4033,0.3619,0.0399,-0.5355,-5.3551,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.9144,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,11.00,1,REAL_from_getTargetCellID
91,1777172599,5,8,2,COMMAND_SENT,0,SINR,17.0000,34.0000,0.5667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-13.0000,4.0000,0.7017,10.0475,0.1183,0.3705,-0.5116,-5.1161,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4144,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
92,1777172600,5,8,2,COMPLETED,1,SINR,17.0000,34.0000,0.5667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-13.0000,4.0000,0.7017,10.0475,0.1183,0.3705,-0.5116,-5.1161,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4144,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,1.00,1,REAL_from_getTargetCellID
93,1777172603,4,2,6,COMMAND_SENT,0,SINR,24.0000,20.0000,-0.1333,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-6.0000,-10.0000,0.8792,1.4000,0.3068,0.1692,-0.4678,-4.6784,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.7992,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
94,1777172614,4,2,6,COMPLETED,1,SINR,24.0000,20.0000,-0.1333,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-6.0000,-10.0000,0.8792,1.4000,0.3068,0.1692,-0.4678,-4.6784,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.7992,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
95,1777172617,6,2,8,COMMAND_SENT,0,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4103,0.0409,-0.6459,-6.4587,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4539,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
96,1777172628,6,2,8,COMPLETED,1,SINR,24.0000,11.0000,-0.4333,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-6.0000,-19.0000,1.0048,0.3525,0.4103,0.0409,-0.6459,-6.4587,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.4539,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
97,1777172631,8,2,5,COMMAND_SENT,0,SINR,22.0000,16.0000,-0.2000,6,3,4.67,9.33,28,0.1667,0.0,0.0,NUE_fallback,-8.0000,-14.0000,0.7396,0.3716,0.3052,0.2120,-0.4592,-4.5923,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8527,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
98,1777172642,8,2,5,COMPLETED,1,SINR,22.0000,16.0000,-0.2000,6,3,4.67,9.33,28,0.1667,0.0,0.0,NUE_fallback,-8.0000,-14.0000,0.7396,0.3716,0.3052,0.2120,-0.4592,-4.5923,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.8527,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,3,11.00,1,REAL_from_getTargetCellID
99,1777172643,4,6,2,COMMAND_SENT,0,SINR,9.0000,24.0000,0.5000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-21.0000,-6.0000,0.0741,1.4067,0.1401,0.3175,-0.4798,-4.7984,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7243,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
100,1777172657,4,6,2,COMPLETED,1,SINR,9.0000,24.0000,0.5000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-21.0000,-6.0000,0.0741,1.4067,0.1401,0.3175,-0.4798,-4.7984,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7243,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,14.00,1,REAL_from_getTargetCellID
101,1777172659,8,5,2,COMMAND_SENT,0,SINR,16.0000,22.0000,0.2000,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-14.0000,-8.0000,0.2787,0.7396,0.2116,0.2865,-0.4323,-4.3227,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0441,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
102,1777172671,8,5,2,COMPLETED,1,SINR,16.0000,22.0000,0.2000,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-14.0000,-8.0000,0.2787,0.7396,0.2116,0.2865,-0.4323,-4.3227,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0441,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,12.00,1,REAL_from_getTargetCellID
103,1777172671,6,8,2,COMMAND_SENT,0,SINR,0.0000,37.0000,1.0000,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,7.0000,0.0140,20.0475,0.0030,0.4133,-0.6797,-6.7968,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7828,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
104,1777172684,6,8,2,COMPLETED,1,SINR,0.0000,37.0000,1.0000,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,7.0000,0.0140,20.0475,0.0030,0.4133,-0.6797,-6.7968,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7828,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,13.00,1,REAL_from_getTargetCellID
105,1777172701,4,2,8,COMMAND_SENT,0,SINR,24.0000,12.0000,-0.4000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-6.0000,-18.0000,0.8792,0.4438,0.4045,0.0361,-0.6536,-6.5365,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6573,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
106,1777172712,4,2,8,COMPLETED,1,SINR,24.0000,12.0000,-0.4000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-6.0000,-18.0000,0.8792,0.4438,0.4045,0.0361,-0.6536,-6.5365,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6573,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,11.00,1,REAL_from_getTargetCellID
107,1777172715,5,2,3,COMMAND_SENT,0,SINR,21.0000,22.0000,0.0333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-9.0000,-8.0000,0.5036,2.2189,0.2776,0.1846,-0.3943,-3.9434,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4398,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
108,1777172727,5,2,3,COMPLETED,1,SINR,21.0000,22.0000,0.0333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-9.0000,-8.0000,0.5036,2.2189,0.2776,0.1846,-0.3943,-3.9434,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4398,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,12.00,1,REAL_from_getTargetCellID
109,1777172729,6,2,4,COMMAND_SENT,0,SINR,24.0000,16.0000,-0.2667,6,2,4.67,14.00,28,0.3333,0.0,0.0,NUE_fallback,-6.0000,-14.0000,1.1722,0.5574,0.3290,0.1732,-0.4865,-4.8645,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.6923,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,4,0.00,0,REAL_from_getTargetCellID
110,1777172741,6,2,4,COMPLETED,1,SINR,24.0000,16.0000,-0.2667,6,2,4.67,14.00,28,0.3333,0.0,0.0,NUE_fallback,-6.0000,-14.0000,1.1722,0.5574,0.3290,0.1732,-0.4865,-4.8645,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.6923,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,4,12.00,1,REAL_from_getTargetCellID
111,1777172741,4,8,2,COMMAND_SENT,0,SINR,2.0000,37.0000,1.0000,2,5,14.00,5.60,28,-0.3000,0.0,0.0,NUE_fallback,-28.0000,7.0000,0.0222,28.0665,0.0031,0.4005,-0.6752,-6.7519,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7297,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
112,1777172756,4,8,2,COMPLETED,1,SINR,2.0000,37.0000,1.0000,2,5,14.00,5.60,28,-0.3000,0.0,0.0,NUE_fallback,-28.0000,7.0000,0.0222,28.0665,0.0031,0.4005,-0.6752,-6.7519,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7297,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-3,15.00,1,REAL_from_getTargetCellID
113,1777172757,5,3,2,COMMAND_SENT,0,SINR,10.0000,21.0000,0.3667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-20.0000,-9.0000,0.0933,0.5875,0.1724,0.3176,-0.4349,-4.3489,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2555,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
114,1777172770,5,3,2,COMPLETED,1,SINR,10.0000,21.0000,0.3667,3,6,9.33,4.67,28,-0.1667,0.0,0.0,NUE_fallback,-20.0000,-9.0000,0.0933,0.5875,0.1724,0.3176,-0.4349,-4.3489,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2555,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-3,13.00,1,REAL_from_getTargetCellID
115,1777172771,19,4,3,COMMAND_SENT,0,SINR,11.0000,9.0000,-0.0667,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-19.0000,-21.0000,0.1175,0.1112,0.3485,0.2722,-0.0389,-0.3889,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2714,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,0.00,0,REAL_from_getTargetCellID
116,1777172783,19,4,3,COMPLETED,1,SINR,11.0000,9.0000,-0.0667,3,2,9.33,14.00,28,0.1667,0.0,0.0,NUE_fallback,-19.0000,-21.0000,0.1175,0.1112,0.3485,0.2722,-0.0389,-0.3889,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.2714,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,1,12.00,1,REAL_from_getTargetCellID
117,1777172783,4,2,6,COMMAND_SENT,0,SINR,24.0000,20.0000,-0.1333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-6.0000,-10.0000,1.0048,1.4000,0.3053,0.1732,-0.4669,-4.6688,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.6640,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
118,1777172798,4,2,6,COMPLETED,1,SINR,24.0000,20.0000,-0.1333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-6.0000,-10.0000,1.0048,1.4000,0.3053,0.1732,-0.4669,-4.6688,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.6640,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,15.00,1,REAL_from_getTargetCellID
119,1777172799,6,4,2,COMMAND_SENT,0,SINR,5.0000,37.0000,1.0000,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-25.0000,7.0000,0.0443,23.3887,0.0031,0.4090,-0.6723,-6.7230,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.6788,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
120,1777172812,6,4,2,COMPLETED,1,SINR,5.0000,37.0000,1.0000,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-25.0000,7.0000,0.0443,23.3887,0.0031,0.4090,-0.6723,-6.7230,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.6788,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,13.00,1,REAL_from_getTargetCellID
121,1777172813,19,3,4,COMMAND_SENT,0,SINR,9.0000,11.0000,0.0667,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-21.0000,-19.0000,0.0741,0.3525,0.3845,0.1373,0.0402,0.4022,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.4763,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
122,1777172826,19,3,4,COMPLETED,1,SINR,9.0000,11.0000,0.0667,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-21.0000,-19.0000,0.0741,0.3525,0.3845,0.1373,0.0402,0.4022,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.4763,HO_BLOCKED__serving_still_preferred,5.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,13.00,1,REAL_from_getTargetCellID
123,1777172827,5,2,3,COMMAND_SENT,0,SINR,21.0000,22.0000,0.0333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-9.0000,-8.0000,0.5036,2.2189,0.2776,0.1846,-0.3943,-3.9434,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4398,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
124,1777172841,5,2,3,COMPLETED,1,SINR,21.0000,22.0000,0.0333,7,2,4.00,14.00,28,0.3571,0.0,0.0,NUE_fallback,-9.0000,-8.0000,0.5036,2.2189,0.2776,0.1846,-0.3943,-3.9434,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.4398,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,5,14.00,1,REAL_from_getTargetCellID
125,1777172841,20,4,5,COMMAND_SENT,0,SINR,6.0000,9.0000,0.1000,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-24.0000,-21.0000,0.0557,0.0741,0.3491,0.4525,0.0564,0.5640,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.6197,HO_BLOCKED__serving_still_preferred,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
126,1777172854,20,4,5,COMPLETED,1,SINR,6.0000,9.0000,0.1000,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-24.0000,-21.0000,0.0557,0.0741,0.3491,0.4525,0.0564,0.5640,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.6197,HO_BLOCKED__serving_still_preferred,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,13.00,1,REAL_from_getTargetCellID
127,1777172857,3,2,4,COMMAND_SENT,0,SINR,25.0000,11.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-5.0000,-19.0000,1.4757,0.3525,0.4168,0.0474,-0.6295,-6.2948,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.8191,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,0.00,0,REAL_from_getTargetCellID
128,1777172868,3,2,4,COMPLETED,1,SINR,25.0000,11.0000,-0.4667,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-5.0000,-19.0000,1.4757,0.3525,0.4168,0.0474,-0.6295,-6.2948,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.8191,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,11.00,1,REAL_from_getTargetCellID
